1-deoxy-D-xylulose 5-phosphate reductoisomerase,Dermacoccus sp. Ellin185,1
1-deoxy-D-xylulose 5-phosphate reductoisomerase,Rhodococcus erythropolis SK121,1
1-deoxy-D-xylulose 5-phosphate reductoisomerase,uncultured Termite group 1 bacterium phylotype Rs-D17,1
1-deoxy-D-xylulose-5-phosphate synthase,Aggregatibacter aphrophilus NJ8700,1
1-deoxy-D-xylulose-5-phosphate synthase,Azoarcus sp. BH72,2
1-deoxy-D-xylulose-5-phosphate synthase,Bacteroides sp. 1_1_6,2
1-deoxy-D-xylulose-5-phosphate synthase,Burkholderia cenocepacia HI2424,1
1-deoxy-D-xylulose-5-phosphate synthase,Burkholderia pseudomallei 305,1
1-deoxy-D-xylulose-5-phosphate synthase,Desulfotalea psychrophila LSv54,2
1-deoxy-D-xylulose-5-phosphate synthase,Klebsiella pneumoniae 342,1
1-deoxy-D-xylulose-5-phosphate synthase,Lawsonia intracellularis PHE/MN1-00,1
1-deoxy-D-xylulose-5-phosphate synthase,Rhodococcus jostii RHA1,1
1-deoxy-D-xylulose-5-phosphate synthase,Roseomonas cervicalis ATCC 49957,4
1-deoxy-D-xylulose-5-phosphate synthase,Sulfitobacter sp. NAS-14.1,11
1-deoxy-D-xylulose-5-phosphate synthase,Synechococcus sp. CC9902,7
1-deoxy-D-xylulose-5-phosphate synthase,Synechococcus sp. PCC 7335,1
1-deoxy-D-xylulose-5-phosphate synthase,Synechococcus sp. WH 7803,8
1-deoxy-D-xylulose-5-phosphate synthase,Thermomicrobium roseum DSM 5159,1
1-deoxy-xylulose 5-phosphate synthase,Thermodesulfovibrio yellowstonii DSM 11347,1
1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate synthase,Methylobacter tundripaludum SV96,1
1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate synthase.,Alcanivorax borkumensis SK2,8
1-pyrroline-5-carboxylate dehydrogenase,Deferribacter desulfuricans SSM1,10
1-pyrroline-5-carboxylate dehydrogenase,Sorangium cellulosum ''So ce 56'',1
1-pyrroline-5-carboxylate dehydrogenase,Stigmatella aurantiaca DW4/3-1,1
14-3-3 protein,Tetrahymena thermophila,1
16S rRNA m(7)G-527 methyltransferase,Mucilaginibacter paludis DSM 18603,1
16S rRNA processing protein RimM,Capnocytophaga ochracea DSM 7271,4
16S rRNA processing protein RimM,Citreicella sp. SE45,3
16S rRNA-processing protein,Synechococcus sp. WH 5701,3
16S rRNA-processing protein RimM,Leifsonia xyli subsp. xyli str. CTCB07,4
16S rRNA-processing protein RimM,Pseudomonas aeruginosa PAO1,1
16S ribosomal RNA methyltransferase RsmE,Synechococcus sp. CC9902,2
1A family penicillin-binding protein,Synechococcus sp. JA-3-3Ab,1
1L-myo-inositol-1-phosphate synthase,Streptomyces viridochromogenes DSM 40736,2
2''-deoxycytidine 5''-triphosphate deaminase,Roseobacter sp. MED193,11
2-C-methyl-D-erythritol,Bacillus cereus ATCC 10987,1
2-C-methyl-D-erythritol,Pelobacter carbinolicus DSM 2380,1
2-C-methyl-D-erythritol,Pseudomonas syringae pv. tabaci ATCC 11528,4
2-C-methyl-D-erythritol,Thermobifida fusca YX,1
2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase,Corynebacterium accolens ATCC 49725,1
2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase,Prochlorococcus marinus str. MIT 9313,2
2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase,Synechococcus sp. WH 8109,10
2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase,gamma proteobacterium HTCC2207,1
2-acyl-glycerophospho-ethanolamine acyltransferase,Rhodopirellula baltica SH 1,2
2-amino-3-ketobutyrate coenzyme A ligase,Ralstonia pickettii 12D,3
2-amino-3-ketobutyrate coenzyme A ligase,Vibrio shilonii AK1,1
2-amino-4-hydroxy-6- hydroxymethyldihydropteridine pyrophosphokinase,Methylococcus capsulatus str. Bath,1
2-amino-4-hydroxy-6- hydroxymethyldihydropteridine pyrophosphokinase,Synechococcus sp. WH 8102,3
2-aminoethylphosphonate ABC transport syste,Sinorhizobium meliloti BL225C,1
2-aminoethylphosphonate--pyruvate transaminase,Thalassiobium sp. R2A62,1
2-dehydro-3-deoxy-6-phosphogalactonate aldolase,Pseudomonas syringae pv. phaseolicola 1448A,1
2-dehydro-3-deoxy-6-phosphogalactonate aldolase,Roseobacter denitrificans OCh 114,2
2-dehydro-3-deoxy-6-phosphogalactonate aldolase,Ruegeria sp. R11,7
2-dehydro-3-deoxygalactonokinase,Dinoroseobacter shibae DFL 12,8
2-dehydro-3-deoxyglucarate aldolase,Methanococcoides burtonii DSM 6242,3
2-dehydro-3-deoxyglucarate aldolase,Rhodobacterales bacterium HTCC2255,2
2-dehydro-3-deoxyglucarate aldolase,Rhodoferax ferrireducens T118,1
2-dehydro-3-deoxyphosphogluconate aldolase,Pseudomonas fluorescens WH6,1
2-dehydro-3-deoxyphosphogluconate aldolase/4-hydroxy-2-oxoglutarate aldolase,Roseobacter sp. CCS2,1
2-dehydro-3-deoxyphosphooctonate aldolase,Coxiella burnetii CbuK_Q154,1
2-dehydro-3-deoxyphosphooctonate aldolase,Lentisphaera araneosa HTCC2155,1
2-dehydro-3-deoxyphosphooctonate aldolase,Rhodopseudomonas palustris BisA53,1
2-dehydro-3-deoxyphosphooctonate aldolase,Roseobacter denitrificans OCh 114,4
2-dehydropantoate 2-reductase,Burkholderia phymatum STM815,3
2-dehydropantoate 2-reductase,Burkholderia pseudomallei 1710b,1
2-dehydropantoate 2-reductase,Rhodobacter sphaeroides 2.4.1,1
2-deoxy-D-gluconate 3-dehydrogenase,Caldicellulosiruptor saccharolyticus DSM 8903,2
2-desacetyl-2-hydroxyethyl bacteriochlorophyllide,Rhodospirillum rubrum ATCC 11170,6
2-hydroxy-3-oxopropionate reductase,Pirellula staleyi DSM 6068,1
2-hydroxy-3-oxopropionate reductase,Shewanella denitrificans OS217,1
2-hydroxyacid dehydrogenas,alpha proteobacterium BAL199,1
2-hydroxypent-,Pseudomonas putida,5
2-isopropylmalate synthase,Azospirillum sp. B510,2
2-isopropylmalate synthase,Corynebacterium efficiens YS-314,2
2-isopropylmalate synthase,Haemophilus influenzae Rd KW20,1
2-isopropylmalate synthase,Marinobacter aquaeolei VT8,11
2-isopropylmalate synthase,Nitrobacter winogradskyi Nb-255,23
2-isopropylmalate synthase,Rhodomicrobium vannielii ATCC 17100,2
2-isopropylmalate synthase,Silicibacter sp. TrichCH4B,1
2-isopropylmalate synthase,beta proteobacterium KB13,8
2-isopropylmalate synthase,gamma proteobacterium NOR5-3,3
2-isopropylmalate synthase/homocitrate synthase family protein,Rhodobacterales bacterium Y4I,5
2-keto-3-deoxy-6-phosphogluconate aldolase,Helicobacter pylori J99,4
2-keto-4-pentenoate hydratase/2-oxohepta-3-ene-1 7-dioic acid hydratase,Rhodobacter sphaeroides 2.4.1,3
2-ketoglutarate: NADP oxidoreductas,Aromatoleum aromaticum EbN1,6
2-methylcitrate dehydratase,Bacillus anthracis str. Western North America USA6153,3
2-methylcitrate dehydratase,Pseudomonas fluorescens WH6,1
2-methylcitrate synthase/citrate synthase II,Methylotenera sp. 301,3
2-methylisocitrate lyase,Marinobacter sp. ELB17,5
2-nitropropane dioxygenas,Acidovorax citrulli AAC00-1,1
2-nitropropane dioxygenas,Congregibacter litoralis KT71,5
2-nitropropane dioxygenas,Gluconacetobacter hansenii ATCC 23769,1
2-nitropropane dioxygenas,Rhodobacteraceae bacterium HTCC2150,13
2-nitropropane dioxygenase,Dokdonia donghaensis MED134,1
2-nitropropane dioxygenase,gamma proteobacterium HTCC2207,2
2-nitropropane dioxygenase NPD,Sphaerobacter thermophilus DSM 20745,1
2-octaprenyl-6-methoxyphenyl hydroxylase,marine gamma proteobacterium HTCC2080,8
2-oxo-acid dehydrogenase E1 subuni,Hyphomicrobium denitrificans ATCC 51888,2
2-oxo-acid dehydrogenase E1 subuni,Pirellula staleyi DSM 6068,3
2-oxo-acid dehydrogenase E1 subuni,Thermus aquaticus Y51MC23,2
2-oxo-hepta-3-ene-,Ruegeria pomeroyi DSS-3,27
2-oxoacid dehydrogenase subunit E1,Burkholderia ambifaria AMMD,1
2-oxoacid dehydrogenase subunit E1,Burkholderia ambifaria MC40-6,2
2-oxoacid ferredoxin oxidoreductase,Burkholderia oklahomensis EO147,1
2-oxoacid:ferredoxin/flavodoxin oxidoreductase,Burkholderia pseudomallei Pakistan 9,3
2-oxoglutarate decarboxylase,marine actinobacterium PHSC20C1,1
2-oxoglutarate dehydrogenas,Deinococcus radiodurans R1,3
2-oxoglutarate dehydrogenas,Loktanella vestfoldensis SKA53,11
2-oxoglutarate dehydrogenase E1 component,Brucella suis bv. 4 str. 40,11
2-oxoglutarate dehydrogenase E1 component,Intrasporangium calvum DSM 43043,1
2-oxoglutarate dehydrogenase E1 component,Mesorhizobium loti MAFF303099,3
2-oxoglutarate dehydrogenase E1 component,Nitrosococcus oceani ATCC 19707,3
2-oxoglutarate dehydrogenase E1 component,Pelobacter carbinolicus DSM 2380,1
2-oxoglutarate dehydrogenase E1 component,Rhodobacter sphaeroides ATCC 17025,16
2-oxoglutarate dehydrogenase E1 component,Salmonella enterica subsp. enterica serovar Paratyphi C strain RKS4594,1
2-oxoglutarate dehydrogenase E1 component,Vibrio coralliilyticus ATCC BAA-450,1
2-oxoglutarate dehydrogenase E2 component,Chromohalobacter salexigens DSM 3043,2
2-oxoglutarate dehydrogenase E2 component,Rhodospirillum rubrum ATCC 11170,5
2-oxoglutarate dehydrogenase comple,Leeuwenhoekiella blandensis MED217,5
2-oxoglutarate ferredoxin oxidoreductase subunit beta,Methanosarcina mazei Go1,1
2-oxoisovalerate dehydrogenase E2 componen,Algoriphagus sp. PR1,2
2-polyprenyl-3-methyl-6-methoxy-,Ralstonia solanacearum UW551,4
2-polyprenylphenol 6-hydroxylase,Marinobacter sp. ELB17,2
2-polyprenylphenol 6-hydroxylase,Pseudomonas syringae pv. tabaci ATCC 11528,1
2-polyprenylphenol 6-hydroxylase,Roseobacter sp. MED193,2
2-polyprenylphenol 6-hydroxylase,gamma proteobacterium HTCC5015,1
2-succinyl-6-hydroxy-,Cytophaga hutchinsonii ATCC 33406,2
2-succinyl-6-hydroxy-,unidentified eubacterium SCB49,1
2-vinyl bacteriochlorophyllide hydratase,Congregibacter litoralis KT71,7
20S proteasome A and B,Eubacterium limosum KIST612,1
23S rRNA (Uracil-5-)-methyltransferase rumA,Oceanicola batsensis HTCC2597,2
23S rRNA (guanosine-2''-O-)-methyltransferase,Candidatus Azobacteroides pseudotrichonymphae genomovar. CFP2,4
23S rRNA (guanosine-2''-O-)-methyltransferase,Shewanella baltica OS155,1
23S rRNA (uracil-5-)-methyltransferase RumA,Saccharophagus degradans 2-40,1
23S rRNA methyltransferase J,Vibrio vulnificus CMCP6,4
23S rRNA pseudouridine synthase D,Escherichia coli OP50,2
2OG-Fe(II) oxygenase superfamily protein,Congregibacter litoralis KT71,2
3'' exoribonuclease famil,Rhodobacteraceae bacterium HTCC2083,2
3''(2'',Acinetobacter baumannii ATCC 19606,4
3''(2'',Rhodobacteraceae bacterium KLH11,3
3''(2'',Roseobacter sp. CCS2,1
3''-5'' exonuclease family protein,alpha proteobacterium HIMB114,1
3''-5'' exoribonucleas,marine gamma proteobacterium HTCC2080,5
3''-Phosphoadenosine 5''-phosphosulfate (PAPS) 3''-phosphatase,Psychroflexus torquis ATCC 700755,18
3(2,Candidatus Pelagibacter sp. HTCC7211,71
3-beta hydroxysteroid dehydrogenase/isomerase,Geobacter uraniireducens Rf4,4
3-carboxy-ci,Ketogulonicigenium vulgare Y25,1
3-chlorobenzoate-,Rhodopirellula baltica SH 1,1
3-dehydroquinate dehydratas,Algoriphagus sp. PR1,3
3-dehydroquinate dehydratas,Clostridium hathewayi DSM 13479,1
3-dehydroquinate dehydratase,Flavobacteriales bacterium ALC-1,6
3-dehydroquinate dehydratase,Fusobacterium nucleatum subsp. nucleatum ATCC 25586,6
3-dehydroquinate dehydratase,Oceanicola granulosus HTCC2516,1
3-dehydroquinate dehydratase,Parvibaculum lavamentivorans DS-1,1
3-dehydroquinate dehydratase,Polaribacter sp. MED152,2
3-dehydroquinate synthase,Clostridium botulinum A3 str. Loch Maree,1
3-dehydroquinate synthase,Flavobacteria bacterium BAL38,1
3-dehydroquinate synthase,Ketogulonicigenium vulgare Y25,5
3-dehydroquinate synthase,Polaribacter sp. MED152,1
3-dehydroquinate synthase,Pseudomonas fluorescens Pf0-1,1
3-dehydroquinate synthase,Rhodobacter capsulatus SB 1003,1
3-dehydroquinate synthase,Rhodobacter sp. SW2,1
3-dehydroquinate synthase,Rhodopirellula baltica SH 1,1
3-dehydroquinate synthase,Synechococcus sp. RCC307,9
3-dehydroquinate synthase,Xylella fastidiosa 9a5c,1
3-demethylubiquinone-9 3-methyltransferase,Azoarcus sp. BH72,3
3-demethylubiquinone-9 3-methyltransferase,Bartonella henselae str. Houston-1,2
3-demethylubiquinone-9 3-methyltransferase,Burkholderia ambifaria AMMD,1
3-demethylubiquinone-9 3-methyltransferase,Loktanella vestfoldensis SKA53,2
3-demethylubiquinone-9 3-methyltransferase,Ralstonia pickettii 12J,1
3-deoxy-7-phosphoheptulonate synthase,Geobacter metallireducens GS-15,1
3-deoxy-7-phosphoheptulonate synthase,Granulibacter bethesdensis CGDNIH1,1
3-deoxy-7-phosphoheptulonate synthase,Psychroflexus torquis ATCC 700755,2
3-deoxy-7-phosphoheptulonate synthase,Rhodospirillum centenum SW,2
3-deoxy-7-phosphoheptulonate synthase,Sulfurimonas denitrificans DSM 1251,6
3-deoxy-D-manno- octulosonatecytidylyltransferase,Capnocytophaga ochracea DSM 7271,1
3-deoxy-D-manno-octulosonate cytidylyltransferase,Rhodomicrobium vannielii ATCC 17100,1
3-deoxy-D-manno-octulosonic acid 8-phosphate synthetase,Synechococcus sp. RS9917,4
3-deoxy-manno-octulosonate cytidylyltransferase,Geobacter metallireducens GS-15,1
3-deoxy-manno-octulosonate cytidylyltransferase,Pseudomonas aeruginosa UCBPP-PA14,1
3-deoxy-manno-octulosonate cytidylyltransferase,Psychrobacter sp. PRwf-1,1
3-deoxy-manno-octulosonate cytidylyltransferase,Ralstonia solanacearum CFBP2957,1
3-deoxy-manno-octulosonate cytidylyltransferase,Shewanella pealeana ATCC 700345,2
3-deoxy-manno-octulosonate cytidylyltransferase,Vibrio sp. Ex25,1
3-hydroxy-acyl-CoA dehydrogenase,Ralstonia solanacearum GMI1000,1
3-hydroxyacyl-CoA dehydrogenas,Marinobacter algicola DG893,1
3-hydroxyacyl-CoA dehydrogenas,Nitrobacter hamburgensis X14,1
3-hydroxyacyl-CoA dehydrogenas,Octadecabacter antarcticus 307,2
3-hydroxyacyl-CoA dehydrogenas,Rhodopseudomonas palustris BisB5,6
3-hydroxyacyl-CoA dehydrogenase,Burkholderia sp. CCGE1003,1
3-hydroxyacyl-CoA dehydrogenase,Citreicella sp. SE45,4
3-hydroxyacyl-CoA dehydrogenase,gamma proteobacterium HdN1,7
3-hydroxyacyl-CoA dehydrogenase NAD-binding,Desulfococcus oleovorans Hxd3,1
3-hydroxyacyl-CoA dehydrogenase NAD-binding,Shewanella woodyi ATCC 51908,1
3-hydroxyacyl-CoA dehydrogenase NAD-binding protein,Spirosoma linguale DSM 74,2
3-hydroxyacyl-CoA dehydrogenase NAD-binding protein,Stackebrandtia nassauensis DSM 44728,1
3-hydroxyacyl-CoA dehydrogenase and enoyl-CoA hydratase/carnithine racemase fusion,Maribacter sp. HTCC2170,25
3-hydroxyacyl-CoA dehydrogenase oxidoreductase protein,Janthinobacterium sp. Marseille,1
3-hydroxybutyrate dehydrogenase,Burkholderia ambifaria AMMD,2
3-hydroxybutyrate dehydrogenase,Rhodobacter sphaeroides ATCC 17029,1
3-hydroxybutyrate dehydrogenase,Streptomyces violaceusniger Tu 4113,1
3-hydroxybutyryl-CoA dehydrogenase,Dokdonia donghaensis MED134,4
3-hydroxybutyryl-CoA dehydrogenase,Kordia algicida OT-1,2
3-hydroxybutyryl-CoA dehydrogenase,Maribacter sp. HTCC2170,3
3-hydroxydecanoyl-(acyl carrier protein) dehydratase,Chelativorans sp. BNC1,3
3-hydroxydecanoyl-(acyl carrier protein) dehydratase,Citrobacter koseri ATCC BAA-895,15
3-hydroxydecanoyl-(acyl carrier protein) dehydratase,Comamonas testosteroni S44,1
3-hydroxydecanoyl-(acyl carrier protein) dehydratase,Oligotropha carboxidovorans OM5,15
3-hydroxydecanoyl-(acyl carrier protein) dehydratase,Teredinibacter turnerae T7901,4
3-hydroxydecanoyl-ACP dehydratase,Neptuniibacter caesariensis,3
3-hydroxyisobutyrate dehydrogenase,Acidovorax citrulli AAC00-1,1
3-hydroxyisobutyrate dehydrogenase,Ahrensia sp. R2A130,3
3-hydroxyisobutyrate dehydrogenase family protein,Ruegeria sp. R11,1
3-hydroxyisobutyrate dehydrogenase family protein,Thalassiobium sp. R2A62,7
3-hydroxyisobutyryl coenzyme A hydrolase,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,2
3-isopropylmalate dehydratas,Flavobacterium johnsoniae UW101,12
3-isopropylmalate dehydratas,Streptomyces sviceus ATCC 29083,1
3-isopropylmalate dehydratase large subunit,Bacillus selenitireducens MLS10,1
3-isopropylmalate dehydratase large subunit,Mobiluncus curtisii subsp. curtisii ATCC 35241,1
3-isopropylmalate dehydratase large subunit,Paenibacillus polymyxa SC2,1
3-isopropylmalate dehydratase small subunit,Azorhizobium caulinodans ORS 571,3
3-isopropylmalate dehydratase small subunit,Candidatus Azobacteroides pseudotrichonymphae genomovar. CFP2,1
3-isopropylmalate dehydratase small subunit,Candidatus Puniceispirillum marinum IMCC1322,8
3-isopropylmalate dehydratase small subunit,Dokdonia donghaensis MED134,1
3-isopropylmalate dehydratase small subunit,Ralstonia eutropha H16,5
3-isopropylmalate dehydrogenase,Campylobacter jejuni RM1221,2
3-isopropylmalate dehydrogenase,Escherichia coli O157:H7 str. EC4401,1
3-isopropylmalate dehydrogenase,Nitrosococcus halophilus Nc4,1
3-isopropylmalate dehydrogenase,Oceanicola batsensis HTCC2597,3
3-isopropylmalate dehydrogenase,Prochlorococcus marinus str. MIT 9313,1
3-isopropylmalate dehydrogenase,Sphingomonas wittichii RW1,1
3-isopropylmalate dehydrogenase,Synechococcus sp. WH 7805,3
3-keto-L-gulonate-6-phosphate decarboxylase,Shigella flexneri 5 str. 8401,1
3-ketoacyl-(acyl-carrier-protein) reductase,Dinoroseobacter shibae DFL 12,8
3-ketoacyl-(acyl-carrier-protein) reductase,Mycobacterium avium 104,1
3-ketoacyl-(acyl-carrier-protein) reductase,Polaromonas sp. JS666,1
3-ketoacyl-(acyl-carrier-protein) reductase,Pseudomonas aeruginosa UCBPP-PA14,1
3-ketoacyl-(acyl-carrier-protein) reductase,Synechocystis sp. PCC 6803,6
3-ketoacyl-CoA thiolase,Gramella forsetii KT0803,14
3-ketoacyl-CoA thiolase,Perkinsus marinus ATCC 50983,1
3-mercaptopyruvate sulfurtransferase,Escherichia coli B171,1
3-mercaptopyruvate sulfurtransferase,Vibrio fischeri ES114,2
3-methyl-2-oxobutanoate hydroxymethyltransferase,Aquifex aeolicus VF5,1
3-methyl-2-oxobutanoate hydroxymethyltransferase,Bdellovibrio bacteriovorus HD100,1
3-methyl-2-oxobutanoate hydroxymethyltransferase,Clostridium difficile NAP08,4
3-methyl-2-oxobutanoate hydroxymethyltransferase,Flavobacterium johnsoniae UW101,27
3-methyl-2-oxobutanoate hydroxymethyltransferase,Flavobacterium psychrophilum JIP02/86,7
3-methyl-2-oxobutanoate hydroxymethyltransferase,Marinobacter aquaeolei VT8,4
3-methyl-2-oxobutanoate hydroxymethyltransferase,Mesorhizobium loti MAFF303099,2
3-methyl-2-oxobutanoate hydroxymethyltransferase,Oceanicola granulosus HTCC2516,2
3-methyl-2-oxobutanoate hydroxymethyltransferase,Rhodopseudomonas palustris HaA2,2
3-methyl-2-oxobutanoate hydroxymethyltransferase,Synechococcus sp. WH 8109,16
3-methyladenine DNA glycosylase/8-oxoguanine DNA glycosylase,Ralstonia eutropha H16,1
3-methylcrotonoyl-CoA carboxylas,Shewanella sp. ANA-3,1
3-octaprenyl-4-hydroxybenzoate carboxy-lyase,Alcanivorax borkumensis SK2,3
3-octaprenyl-4-hydroxybenzoate carboxy-lyase,Blastopirellula marina DSM 3645,1
3-octaprenyl-4-hydroxybenzoate carboxy-lyase,Burkholderia multivorans ATCC 17616,4
3-octaprenyl-4-hydroxybenzoate carboxy-lyase,Cronobacter sakazakii ATCC BAA-894,1
3-octaprenyl-4-hydroxybenzoate carboxy-lyase,Pseudomonas syringae pv. tomato str. DC3000,6
3-octaprenyl-4-hydroxybenzoate carboxy-lyase,Sinorhizobium fredii NGR234,1
3-oxoacid CoA-transferas,Rhodobacter sphaeroides ATCC 17025,6
3-oxoacid CoA-transferas,Shewanella loihica PV-4,2
3-oxoacid CoA-transferase subunit A,Marinomonas sp. MWYL1,1
3-oxoacid CoA-transferase subunit A,Robiginitalea biformata HTCC2501,6
3-oxoacyl-(acyl carrier protein) synthase,Marinobacter sp. ELB17,2
3-oxoacyl-(acyl carrier protein) synthase,Moritella sp. PE36,1
3-oxoacyl-(acyl carrier protein) synthase,marine gamma proteobacterium HTCC2080,10
3-oxoacyl-(acyl carrier protein) synthase I,Haemophilus ducreyi 35000HP,5
3-oxoacyl-(acyl carrier protein) synthase II,Chromobacterium violaceum ATCC 12472,1
3-oxoacyl-(acyl carrier protein) synthase II,Escherichia coli UTI89,1
3-oxoacyl-(acyl carrier protein) synthase II,Methylobacterium nodulans ORS 2060,1
3-oxoacyl-(acyl carrier protein) synthase II,Nitrobacter winogradskyi Nb-255,1
3-oxoacyl-(acyl carrier protein) synthase II,Rhizobium leguminosarum bv. viciae 3841,1
3-oxoacyl-(acyl carrier protein) synthase III,Aeromonas salmonicida subsp. salmonicida A449,2
3-oxoacyl-(acyl carrier protein) synthase III,Chlorobium luteolum DSM 273,1
3-oxoacyl-(acyl carrier protein) synthase III,Rhodoferax ferrireducens T118,2
3-oxoacyl-(acyl carrier protein) synthase III,Salinibacter ruber DSM 13855,2
3-oxoacyl-(acyl-carrier protein) reductase,Caulobacter crescentus CB15,1
3-oxoacyl-(acyl-carrier-protein),Ralstonia solanacearum IPO1609,1
3-oxoacyl-(acyl-carrier-protein) reductase,Coxiella burnetii RSA 331,3
3-oxoacyl-(acyl-carrier-protein) reductase,Fibrobacter succinogenes subsp. succinogenes S85,1
3-oxoacyl-(acyl-carrier-protein) reductase,Hydrogenobaculum sp. Y04AAS1,1
3-oxoacyl-(acyl-carrier-protein) reductase,Thioalkalivibrio sp. K90mix,2
3-oxoacyl-(acyl-carrier-protein) synthase,Thermoanaerobacter tengcongensis MB4,6
3-oxoacyl-(acyl-carrier-protein) synthase 2,Chitinophaga pinensis DSM 2588,7
3-oxoacyl-(acyl-carrier-protein) synthase 2,Frankia sp. EuI1c,1
3-oxoacyl-(acyl-carrier-protein) synthase 2,Synechococcus sp. WH 8109,21
3-oxoacyl-(acyl-carrier-protein) synthase I,gamma proteobacterium NOR51-B,4
3-oxoacyl-(acyl-carrier-protein) synthase II,Chlorobium tepidum TLS,1
3-oxoacyl-(acyl-carrier-protein) synthase III,Flavobacteria bacterium MS024-3C,1
3-oxoacyl-(acyl-carrier-protein) synthase III,Methylophaga thiooxidans DMS010,1
3-oxoacyl-(acyl-carrier-protein) synthase III,Pedobacter heparinus DSM 2366,3
3-oxoacyl-(acyl-carrier-protein) synthase III,Ruegeria sp. R11,5
3-oxoacyl-(acyl-carrier-protein) synthase III,Thiomicrospira crunogena XCL-2,1
3-oxoacyl-[acyl-carrier protein,Aurantimonas manganoxydans SI85-9A1,1
3-oxoacyl-[acyl-carrier-protein,Aeromonas hydrophila subsp. hydrophila ATCC 7966,1
3-oxoacyl-[acyl-carrier-protein,Chlorobium phaeovibrioides DSM 265,2
3-oxoacyl-[acyl-carrier-protein,Chromohalobacter salexigens DSM 3043,1
3-oxoacyl-[acyl-carrier-protein,Dictyoglomus thermophilum H-6-12,2
3-oxoacyl-[acyl-carrier-protein,Flavobacteria bacterium BAL38,5
3-oxoacyl-[acyl-carrier-protein,Vibrio cholerae INDRE 91/1,1
3-oxoacyl-acyl carrier protein reductase,Bradyrhizobium sp. BTAi1,13
3-oxoadipate CoA-succinyl transferas,Roseobacter denitrificans OCh 114,16
3-oxoadipate:succinyl-CoA transferas,Pseudomonas syringae pv. phaseolicola 1448A,2
3-phosphoserine phosphatase,Streptomyces ghanaensis ATCC 14672,1
3-phosphoshikimate 1-carboxyvinyltransferase,Corynebacterium jeikeium K411,1
3-phosphoshikimate 1-carboxyvinyltransferase,Cyanobium sp. PCC 7001,1
